"Longitude","Latitude","HousingMedianAge","TotalRooms","TotalBedrooms","Population","Households","MedianIncome","MedianHouseValue","OceanProximity"
-118.36,34.1,36,2963,838,1129,745,2.5588,500.001,"<1H OCEAN"
-118.15,34.2,37,1997,361,1037,363,3.7932,210.3,"INLAND"
-119.65,36.3,28,941,175,588,180,2.3466,53.4,"INLAND"
-122.16,37.72,38,1007,245,618,239,2.875,144.8,"NEAR BAY"
-117.37,33.95,32,2215,351,771,311,4.3542,142.6,"INLAND"
-117.91,33.71,16,3113,783,1719,715,3.6505,145.7,"<1H OCEAN"
-118,33.96,37,2414,323,878,305,9.1541,453.8,"<1H OCEAN"
-117.29,34.13,44,2337,563,1238,467,1.5156,75.8,"INLAND"
-120.46,34.65,22,1298,358,1272,363,1.6488,117.5,"NEAR OCEAN"
-118.34,33.93,36,1528,486,1824,470,2.2679,153.9,"<1H OCEAN"
-118.3,33.8,27,2790,513,1498,519,5.3106,268.3,"<1H OCEAN"
-122.43,37.79,24,2459,1001,1362,957,2.6782,450,"NEAR BAY"
-121.94,38.41,15,1263,211,665,208,4.5,260.9,"INLAND"
-118.1,34.57,7,20377,4335,11973,3933,3.3086,138.1,"INLAND"
-117.36,34.11,35,2969,521,1555,503,3.25,107.1,"INLAND"
-118.19,34.04,34,1011,274,1164,262,2.8542,146.9,"<1H OCEAN"
-117.17,32.79,44,2262,647,3009,657,2.2663,123.6,"NEAR OCEAN"
-118.02,33.77,34,2115,352,1253,338,5.1507,207.5,"<1H OCEAN"
-118.12,34.1,49,2057,430,1103,414,4.0556,282.6,"<1H OCEAN"
-116.46,33.79,10,6960,1487,1130,661,2.1411,136.4,"INLAND"
-119.34,36.62,26,1922,339,1148,332,2.6058,92.2,"INLAND"
-118.38,33.86,15,1778,311,908,330,7.674,329.3,"<1H OCEAN"
-118.39,33.88,35,1267,216,521,191,6.0441,470,"<1H OCEAN"
-121.68,39.11,19,1366,220,596,203,4.0625,141.7,"INLAND"
-124.26,40.58,52,2217,394,907,369,2.3571,111.4,"NEAR OCEAN"
-122.46,37.64,26,2806,375,1617,396,5.3922,353.7,"NEAR OCEAN"
-117.74,33.51,29,1720,269,612,258,7.8239,500.001,"<1H OCEAN"
-118.9,35.41,6,4656,971,2320,935,3.0938,100.8,"INLAND"
-122.18,38.23,21,2475,341,812,308,7.2589,320.4,"NEAR BAY"
-118.44,34.27,29,1701,419,1616,371,3.3603,142.4,"<1H OCEAN"
-123.34,39.5,15,2342,535,1064,433,1.8967,96.6,"INLAND"
-116.93,32.8,19,1867,538,1219,468,2.0685,130,"<1H OCEAN"
-122.15,37.72,29,4169,1047,2024,962,2.8125,157.4,"NEAR BAY"
-121.42,38.51,15,7901,1422,4769,1418,2.8139,90.4,"INLAND"
-119.67,37.27,13,5087,981,2284,913,2.7413,123.1,"INLAND"
-122.43,37.66,43,1769,387,1102,377,4.5493,281.5,"NEAR OCEAN"
-117.13,32.58,27,2511,615,1427,576,3.1645,156,"NEAR OCEAN"
-121.46,38.54,36,1825,411,1226,391,1.5292,55.7,"INLAND"
-118.44,33.98,21,18132,5419,7431,4930,5.3359,500.001,"<1H OCEAN"
-120.15,39.36,9,2254,400,694,243,5.6856,138.1,"INLAND"
-117.16,32.81,14,4328,1100,2046,1044,2.2899,159,"NEAR OCEAN"
-121.71,38.72,32,710,155,550,154,2.8882,151.4,"INLAND"
-119.51,34.39,32,1921,394,951,334,3.233,346,"NEAR OCEAN"
-118.96,34.19,16,1807,346,587,296,1.9811,162.5,"<1H OCEAN"
-121.83,36.61,27,2248,466,1644,453,3.2545,131.2,"<1H OCEAN"
-122.26,38,14,2338,391,1003,398,4.2269,170.5,"NEAR BAY"
-121.9,37.67,15,2130,273,876,285,7.2639,332.4,"<1H OCEAN"
-120.84,38.63,12,1313,231,731,232,5.7373,208.3,"INLAND"
-118.19,33.76,25,1442,392,632,385,4.6629,162.5,"NEAR OCEAN"
-117.13,32.58,27,1417,373,814,348,2.3603,195.3,"NEAR OCEAN"
-117.33,34.12,33,933,219,838,211,1.3417,69,"INLAND"
-118.27,34.15,7,2837,776,2287,736,3.008,229,"<1H OCEAN"
-118.85,34.04,21,3837,578,1509,509,8.4476,500.001,"NEAR OCEAN"
-118.13,34.1,24,4670,1185,2478,1107,3.1975,252.4,"<1H OCEAN"
-117.47,33.94,34,2086,417,1501,395,3.2311,105.6,"INLAND"
-122.39,37.73,52,1070,224,567,207,2.8603,189,"NEAR BAY"
-117.29,33.06,20,2110,335,1008,325,6.1509,338.7,"NEAR OCEAN"
-120.71,37.38,14,1979,432,1756,382,2.6923,71.4,"INLAND"
-121.9,37.27,33,3410,583,1739,588,5.0714,255.6,"<1H OCEAN"
-121.91,36.62,30,724,167,325,155,3.3333,247.9,"<1H OCEAN"
-120.71,38.85,8,1877,479,884,323,3.4688,120.1,"INLAND"
-121.33,38.03,19,1708,291,906,288,4.918,130.6,"INLAND"
-120.92,39.56,48,1276,292,358,145,1.875,66.6,"INLAND"
-117.3,34.15,38,740,163,332,138,2.4107,88,"INLAND"
-124.1,40.47,52,1196,236,965,265,3.5345,55,"<1H OCEAN"
-118.16,33.89,6,1655,536,1201,487,1.7344,145.8,"<1H OCEAN"
-120.92,37.7,24,527,112,270,112,1.6172,156.3,"INLAND"
-121.77,36.92,9,4934,1112,3198,977,3.5,194.8,"<1H OCEAN"
-118.06,34,34,5002,917,2597,893,3.9243,219.8,"<1H OCEAN"
-120.18,39.28,14,10098,1545,701,254,4.0819,141.3,"INLAND"
-119.34,35.59,33,3240,654,1809,616,2.3934,71.9,"INLAND"
-122.49,37.76,52,1792,305,782,287,4.0391,332.7,"NEAR BAY"
-121.19,38.13,27,2400,435,1085,444,3.7687,165.2,"INLAND"
-122.08,37.4,23,806,158,373,156,5.9291,284.6,"NEAR BAY"
-119.93,38.94,27,1709,408,97,44,2.4917,200,"INLAND"
-119.32,36.36,18,2060,383,1348,397,3.4312,68.4,"INLAND"
-116.96,32.85,11,9724,1796,5247,1777,4.1716,166.1,"<1H OCEAN"
-116.42,33.79,12,7095,1260,1179,570,4.9444,285,"INLAND"
-118.17,33.98,41,756,NA,873,212,2.7321,156,"<1H OCEAN"
-118.42,34.03,44,904,176,358,158,3.3542,344.2,"<1H OCEAN"
-119.12,35.85,37,736,166,564,138,2.4167,58.3,"INLAND"
-118.38,33.83,40,3070,570,1264,506,5.1626,432.7,"<1H OCEAN"
-117.9,33.85,31,3413,764,2326,728,4.325,187.1,"<1H OCEAN"
-122.48,37.76,52,3260,653,1594,632,4.4094,336.1,"NEAR BAY"
-122.04,37.62,35,657,118,328,134,3.8125,204.2,"NEAR BAY"
-117.99,34.14,30,2346,NA,1988,474,2.5625,153,"INLAND"
-118.15,33.77,27,3043,787,1398,747,3.5528,271.1,"NEAR OCEAN"
-122.23,40.2,17,762,138,322,139,4.2917,128.8,"INLAND"
-118.45,34.04,19,3330,1010,1837,915,3.0173,393.8,"<1H OCEAN"
-121.24,37.97,47,886,196,517,188,2.1991,67.2,"INLAND"
-122.29,37.85,52,477,119,218,106,2.5682,120,"NEAR BAY"
-117.23,34.15,17,5036,817,2084,833,4.6445,137.2,"INLAND"
-117.89,33.61,41,1790,361,540,284,6.0247,500.001,"<1H OCEAN"
-118.28,33.75,41,1305,381,1384,369,2.45,186.8,"NEAR OCEAN"
-117.65,34.08,38,2750,572,1410,483,3.3836,144.9,"INLAND"
-118.32,34.2,36,1978,337,834,311,3.9866,294.4,"<1H OCEAN"
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153.1,"INLAND"
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74.5,"INLAND"
-121.61,37.15,16,5498,729,2051,694,7.8601,416.3,"<1H OCEAN"
-117.05,33.13,22,2427,390,1099,362,5.2323,167.5,"<1H OCEAN"
-122.48,37.78,44,3371,794,1738,753,3.1653,335.3,"NEAR BAY"
-123.24,39.81,25,1435,304,746,259,1.7788,57.9,"INLAND"
-122.1,37.66,34,656,115,342,112,4.6875,200.6,"NEAR BAY"
-122.19,37.78,52,2198,397,984,369,3.22,156.5,"NEAR BAY"
-117.87,33.59,44,2499,396,910,374,6.6544,500.001,"<1H OCEAN"
-119.7,34.41,19,2086,575,1701,530,2.8042,236.1,"NEAR OCEAN"
-118.38,34.18,44,901,179,473,179,3.3125,186.4,"<1H OCEAN"
-121.97,37.33,21,8275,1566,3636,1524,5.1506,302.1,"<1H OCEAN"
-116.31,33.73,19,12467,2508,4086,1761,3.2846,131.9,"INLAND"
-117.42,33.95,32,4251,848,2494,798,2.8173,110.8,"INLAND"
-117.7,33.63,23,3038,473,1501,436,5.5584,241.7,"<1H OCEAN"
-120.89,37.21,25,3301,678,994,306,3.2262,97.2,"INLAND"
-118.42,34.02,21,3244,815,1423,781,3.6488,340.8,"<1H OCEAN"
-117.89,33.87,32,1569,422,835,386,3.0465,148.9,"<1H OCEAN"
-124.18,40.79,40,1398,311,788,279,1.4668,64.6,"NEAR OCEAN"
-118.4,33.92,25,1453,271,695,283,5.9499,345.8,"<1H OCEAN"
-118.54,34.22,35,1664,300,1000,309,4.6731,224.1,"<1H OCEAN"
-122.04,37.33,22,4011,963,2206,879,4.5721,351.2,"<1H OCEAN"
-121.18,37.99,31,2450,559,1459,478,2.4674,130.9,"INLAND"
-118.41,33.92,32,2590,607,1132,555,4.2333,358,"<1H OCEAN"
-121.84,37.33,26,1934,408,2059,416,3.6765,163.6,"<1H OCEAN"
-118.31,34.09,37,773,NA,835,312,1.8576,193.8,"<1H OCEAN"
-117.79,34.1,26,1664,344,1024,339,3.5192,190.5,"INLAND"
-117.11,32.59,18,2329,580,1538,567,2.1179,153.1,"NEAR OCEAN"
-118.25,34.23,41,1979,496,1157,459,4.4083,217.7,"<1H OCEAN"
-121.83,39.1,42,1282,198,451,159,3.2917,97.9,"INLAND"
-119.69,36.79,13,1736,313,993,314,3.7697,83.6,"INLAND"
-118.41,33.89,34,2959,639,1143,593,6.348,500.001,"<1H OCEAN"
-118.39,34.08,27,6605,1710,2665,1520,3.8088,500.001,"<1H OCEAN"
-121.27,37.98,43,2608,516,1322,528,2.5714,70,"INLAND"
-118.28,34.1,44,2728,585,1227,567,4.0602,324,"<1H OCEAN"
-117.34,34.1,14,11827,2445,6640,2299,2.4878,103.8,"INLAND"
-118.3,34.05,46,1386,457,1845,485,2.1414,157.7,"<1H OCEAN"
-118.41,34,38,324,70,268,73,2.55,271.4,"<1H OCEAN"
-121.55,39.48,41,461,107,284,90,2.2045,41.8,"INLAND"
-121.52,38.58,24,938,275,508,253,1.642,32.5,"INLAND"
-118.3,34.03,37,2781,766,2586,729,1.8564,187.5,"<1H OCEAN"
-120.99,37.68,28,3269,647,1595,617,2.2336,112.7,"INLAND"
-116.21,33.66,19,1596,295,1201,282,3.8846,100.9,"INLAND"
-121.46,38.63,26,3185,658,2444,626,1.56,67.6,"INLAND"
-122.42,37.66,36,725,121,335,140,4.125,327.6,"NEAR OCEAN"
-118.4,34.1,27,3979,510,1351,520,15.0001,500.001,"<1H OCEAN"
-118.13,33.8,36,1026,182,505,176,4.3438,233.6,"<1H OCEAN"
-117.97,33.93,31,1975,373,918,347,4.4107,202,"<1H OCEAN"
-121.46,38.57,52,810,172,326,151,3.1583,140,"INLAND"
-122.27,37.56,17,3211,847,1553,812,4.9434,292.1,"NEAR BAY"
-119.62,37.33,7,3389,621,1268,474,3.0224,147.8,"INLAND"
-122.1,37.89,21,3282,653,1398,601,5.2079,310.3,"NEAR BAY"
-118.2,34.02,48,2230,593,2419,598,2.3944,130.7,"<1H OCEAN"
-123.32,40.43,15,661,146,131,57,0.4999,56.7,"INLAND"
-122.28,37.99,28,3801,622,1654,571,4.375,193.3,"NEAR BAY"
-122.24,37.84,52,3529,574,1177,555,5.1773,389.5,"NEAR BAY"
-118.15,33.91,38,901,205,760,208,2.9643,147.4,"<1H OCEAN"
-121.96,37.23,36,4423,632,1719,608,7.8407,476.4,"<1H OCEAN"
-117.04,32.75,36,2297,418,1070,392,3.5192,144,"NEAR OCEAN"
-122.15,37.41,15,2577,360,979,364,10.476,500.001,"NEAR BAY"
-119.03,34.22,24,3421,656,2220,645,4.7831,214.2,"<1H OCEAN"
-118.18,33.79,27,1580,510,1896,448,2.0186,130,"NEAR OCEAN"
-118.31,33.8,30,3096,757,2048,704,3.125,233.3,"<1H OCEAN"
-121.27,38.14,33,3557,894,2659,894,2.2883,86.9,"INLAND"
-117.12,32.57,35,1450,256,930,286,2.6715,133.3,"NEAR OCEAN"
-118.29,33.93,31,3894,1017,3590,962,2.0437,137.2,"<1H OCEAN"
-118.35,33.94,42,1028,278,1369,261,3.3125,144.6,"<1H OCEAN"
-122.23,37.82,52,3494,396,1192,383,12.3804,500.001,"NEAR BAY"
-122.05,37.95,34,1408,277,738,269,4.175,169.4,"NEAR BAY"
-117.95,33.86,35,2478,431,1333,427,5.2099,191.4,"<1H OCEAN"
-119.69,36.85,20,2655,432,1081,379,4.5398,143.1,"INLAND"
-118.3,33.86,35,2016,365,1083,369,5.1727,230.2,"<1H OCEAN"
-117.91,33.84,16,919,253,912,249,1.5903,165.4,"<1H OCEAN"
-118.3,33.9,13,2455,661,1975,618,2.9559,173.6,"<1H OCEAN"
-117.09,32.57,23,1817,323,1371,327,3.6736,139.5,"NEAR OCEAN"
-118.39,34.19,36,904,191,627,191,2.4167,192.9,"<1H OCEAN"
-118.35,34.16,42,2267,478,1083,458,3.2015,250,"<1H OCEAN"
-122.41,37.66,37,2155,446,1255,428,3.8438,250.7,"NEAR OCEAN"
-122.41,37.66,44,431,195,682,212,3.2833,233.3,"NEAR OCEAN"
-121.8,39.64,25,2202,422,1109,403,2.8306,87.5,"INLAND"
-121.77,37.68,36,1687,372,950,372,3.5532,158.4,"INLAND"
-118.02,33.81,34,3482,614,2227,641,5.1155,200.9,"<1H OCEAN"
-122.17,37.74,41,1613,445,1481,414,2.4028,97.7,"NEAR BAY"
-118.34,34.05,39,975,292,723,285,2.2725,140.6,"<1H OCEAN"
-117.13,32.72,17,1285,423,1208,409,1.758,126.6,"NEAR OCEAN"
-122.36,37.93,17,1258,254,885,229,3.05,121.6,"NEAR BAY"
-118.31,33.72,26,2711,508,1372,459,4.1451,326.7,"NEAR OCEAN"
-122.33,38.31,14,6778,947,2768,1014,6.1953,258.9,"NEAR BAY"
-117.64,33.48,12,2007,397,1033,373,5.6754,275.9,"<1H OCEAN"
-118.1,33.84,36,2572,421,1318,434,5.1836,219.7,"<1H OCEAN"
-118.19,33.82,11,872,203,422,221,4.6364,156.3,"NEAR OCEAN"
-122.39,37.73,52,1931,329,1025,293,2.9063,192,"NEAR BAY"
-123.36,39.25,17,1087,254,522,202,2.5875,144.5,"<1H OCEAN"
-123.11,39.32,20,2745,504,1421,430,3.3431,137.5,"INLAND"
-122.34,41.21,26,178,40,55,25,2.0375,57.5,"INLAND"
-117.59,34.02,14,1463,261,881,245,4.7857,152.5,"INLAND"
-122.07,37.65,31,3300,790,2181,740,3.016,161.8,"NEAR BAY"
-122.4,37.74,45,2462,509,1587,450,2.59,211.8,"NEAR BAY"
-117.14,34.06,15,3057,510,1154,460,3.9741,141.1,"INLAND"
-118.4,33.96,44,1138,228,497,228,4.1852,303.3,"<1H OCEAN"
-114.57,33.64,14,1501,337,515,226,3.1917,73.4,"INLAND"
-121.26,37.96,35,1511,316,892,304,1.7898,63.5,"INLAND"
-119.99,38.94,22,3119,640,786,351,3.0806,118.5,"INLAND"
-118.42,34.16,28,4664,1040,1963,961,3.9028,367.9,"<1H OCEAN"
-122.59,38.58,18,3753,752,1454,668,3.7585,185.7,"<1H OCEAN"
-118.26,34.09,36,3503,833,2652,788,3.8448,241.4,"<1H OCEAN"
-117.04,32.58,20,2029,357,1497,353,4.0089,132.1,"NEAR OCEAN"
-117.84,33.65,4,1649,456,1030,411,2.2262,225,"<1H OCEAN"
-120.71,40.36,19,4462,828,2229,777,3.5536,105.7,"INLAND"
-118.44,34.18,35,972,270,550,256,2.2461,215,"<1H OCEAN"
-118.51,34.22,36,1952,387,1156,392,4.185,209.2,"<1H OCEAN"
-119.27,34.27,52,1577,343,836,335,3.5893,206.6,"NEAR OCEAN"
-118.17,33.91,42,856,167,748,195,3.8,145.8,"<1H OCEAN"
-117.28,33.89,33,6982,1371,5650,1195,2.5379,152.7,"INLAND"
-121.36,38.62,34,2447,503,1077,456,3.058,133,"INLAND"
-117.15,32.92,16,1972,402,1377,413,4.4615,168.3,"<1H OCEAN"
-118.59,35.72,28,1491,408,98,48,1.4205,90,"INLAND"
-118.13,33.92,28,3069,864,1932,835,2.4925,177.2,"<1H OCEAN"
-122.49,37.68,34,3718,676,2510,632,5.3311,270.8,"NEAR OCEAN"
-122.25,37.83,28,5022,1750,2558,1661,2.4234,218.5,"NEAR BAY"
-117.1,32.67,26,2629,763,2721,767,2.0982,109.1,"NEAR OCEAN"
-119.21,34.31,22,7548,1038,2855,1008,6.729,409.3,"NEAR OCEAN"
-118.19,33.78,42,1021,300,533,187,1.8036,175,"NEAR OCEAN"
-118.13,34.05,35,3229,616,1879,595,3.9531,268.4,"<1H OCEAN"
-119.82,36.77,41,1441,274,646,296,3.0568,71.3,"INLAND"
-117.34,33.19,19,3575,525,1654,559,5.7409,274.1,"NEAR OCEAN"
-122.17,37.75,41,1257,271,828,230,2.5043,92.3,"NEAR BAY"
-122.4,37.75,26,54,9,23,9,6.1359,225,"NEAR BAY"
-117.68,35.6,12,1678,241,765,281,6.0532,102.8,"INLAND"
-119.73,36.72,15,2246,456,1190,403,2.0294,70.4,"INLAND"
-118.33,34.11,38,3495,1100,1939,994,2.2148,438.3,"<1H OCEAN"
-122.04,37.34,25,1994,287,704,283,7.7799,447.3,"<1H OCEAN"
-121.55,38.51,22,2403,431,1088,421,3.9,146.9,"INLAND"
-118.18,34.05,52,1070,231,925,220,1.825,133,"<1H OCEAN"
-118.98,35.39,32,2620,682,2375,684,1.2618,46.9,"INLAND"
-121.47,38.5,17,1895,424,620,417,1.7188,137.5,"INLAND"
-119.32,36.21,25,2360,460,1424,436,2.3152,63.1,"INLAND"
-122.16,37.76,36,2781,574,1438,519,2.4598,155.5,"NEAR BAY"
-121.99,38.48,17,1824,348,934,305,4.6719,250,"INLAND"
-118.01,33.95,35,1755,322,774,290,5.0861,296.7,"<1H OCEAN"
-118.9,34.14,35,1503,263,576,216,5.1457,500.001,"<1H OCEAN"
-121.85,39.75,39,568,127,267,129,1.8095,78.1,"INLAND"
-121.34,37.99,11,4487,868,2195,780,3.9615,194.6,"INLAND"
-121.04,37.69,5,9601,1639,4449,1575,4.5332,195.5,"INLAND"
-122.44,37.8,52,3257,735,1045,620,4.5523,500.001,"NEAR BAY"
-121.55,39.5,26,3215,827,2041,737,1.0585,45.1,"INLAND"
-122.21,37.47,26,1777,555,1966,497,3.0472,211,"NEAR OCEAN"
-118.15,34.12,43,1810,427,742,429,3.8529,350,"<1H OCEAN"
-118,34.07,34,1696,456,1609,426,2.25,138.5,"INLAND"
-121.51,38.54,34,2815,479,1075,471,3.9792,164.8,"INLAND"
-120.95,38.69,10,3421,563,1689,545,5.2032,217.1,"INLAND"
-118.98,35.36,29,1244,266,933,227,1.6981,49.4,"INLAND"
-118.87,34.19,23,2179,423,1338,406,5.5224,240.7,"<1H OCEAN"
-120.06,39.25,21,2459,525,584,233,3.01,163.5,"INLAND"
-121.92,37.32,39,836,254,704,272,3.5256,192.6,"<1H OCEAN"
-122.27,37.89,52,1978,293,723,272,5.3989,335.6,"NEAR BAY"
-121.27,37.96,43,948,221,749,208,1.962,52.7,"INLAND"
-119.69,36.75,13,2343,409,1347,405,4.0027,93.1,"INLAND"
-117.99,33.69,17,3386,729,1715,666,3.7479,213,"<1H OCEAN"
-121.97,37.54,31,1949,344,986,322,4.6349,196.2,"<1H OCEAN"
-119.04,35.36,40,1533,312,771,306,3.0435,69.5,"INLAND"
-118.1,33.85,36,956,159,416,157,4.6429,223.7,"<1H OCEAN"
-118.09,33.96,36,3271,603,2593,616,3.3621,169.7,"<1H OCEAN"
-118.12,34.18,47,2344,513,1537,481,3.4777,230.6,"INLAND"
-121.99,36.99,16,1592,369,1039,351,3.6364,207,"NEAR OCEAN"
-120.13,39.06,22,2465,539,381,146,2.875,87.5,"INLAND"
-121.94,37.27,39,1030,191,537,175,3.9265,236.9,"<1H OCEAN"
-122.09,37.36,37,1550,238,805,250,5.0222,500.001,"NEAR BAY"
-121.95,37.81,5,7178,898,2823,907,9.0776,450.4,"<1H OCEAN"
-122.07,37.13,26,1127,199,543,199,4.9792,240,"NEAR OCEAN"
-117.76,33.84,15,3764,510,1448,468,8.7124,410.5,"<1H OCEAN"
-121.35,38.72,2,21897,3513,8652,2873,4.5432,151.3,"INLAND"
-120.25,37.11,20,2062,466,1285,456,1.5319,50.5,"INLAND"
-121.48,38.57,38,1145,324,596,288,1.78,114.3,"INLAND"
-118.38,34.04,39,2614,569,1665,553,3.4063,271.6,"<1H OCEAN"
-120.44,34.96,34,1248,284,986,272,2.9167,104.2,"<1H OCEAN"
-118.18,34.1,10,1907,398,921,369,4.875,200.4,"<1H OCEAN"
-122.49,37.75,45,2341,461,1092,438,4.8036,297.8,"NEAR OCEAN"
-118.8,34.41,45,1610,NA,1148,347,2.7,120.4,"<1H OCEAN"
-118.04,34.04,35,1734,363,1527,344,3,160.6,"<1H OCEAN"
-118.06,33.98,40,1723,370,1221,370,3.3562,169.2,"<1H OCEAN"
-121.73,38.56,30,3306,629,1623,648,2.8614,145.2,"INLAND"
-118.43,34.16,34,2459,489,1139,463,4.0347,353.6,"<1H OCEAN"
-118.38,33.87,27,2287,491,1101,466,4.675,316.9,"<1H OCEAN"
-121.79,38,34,3090,593,1588,566,3.6118,124.7,"INLAND"
-117.97,33.81,30,2406,462,1753,456,4.485,180.6,"<1H OCEAN"
-116.38,33.74,7,17579,3479,3581,1820,4.084,194.5,"INLAND"
-118.24,33.94,34,796,180,673,144,2.0769,88.3,"<1H OCEAN"
-117.65,34.13,24,2121,296,913,302,5.9328,255.9,"INLAND"
-122.42,37.79,52,3364,1100,2112,1045,2.1343,400,"NEAR BAY"
-118.39,34.03,25,3442,1050,1890,914,3.0574,319.4,"<1H OCEAN"
-123.02,38.36,16,1496,298,778,284,3.8589,268.8,"NEAR OCEAN"
-118,33.67,34,3712,667,1521,632,4.8125,387.8,"<1H OCEAN"
-118.22,33.82,30,1680,469,1779,429,3.6086,146.3,"NEAR OCEAN"
-117.93,33.85,33,2489,546,1857,444,2.9474,178.4,"<1H OCEAN"
-117.73,34.08,33,1350,265,1251,257,2.9063,115.2,"INLAND"
-120.88,38.16,8,2029,387,1000,364,4.0109,125.9,"INLAND"
-118.28,34.02,52,281,103,470,96,1.9375,38.8,"<1H OCEAN"
-120.66,35.2,13,5138,713,1838,645,5.9676,380,"NEAR OCEAN"
-118.36,34.09,28,1111,300,526,294,2.6136,383.3,"<1H OCEAN"
-121.21,38.66,15,6940,1019,2829,990,5.4889,232.3,"INLAND"
-122.25,37.51,45,989,174,504,180,4.8382,289.4,"NEAR OCEAN"
-121.48,38.55,52,2037,358,811,375,4.3929,162.5,"INLAND"
-122.41,37.73,33,2789,567,1682,552,3.8643,276.2,"NEAR BAY"
-121.42,38.55,35,182,39,115,43,2.6417,98.9,"INLAND"
-118.15,33.92,30,915,234,646,211,2.5208,182.8,"<1H OCEAN"
-122.47,38.29,14,3732,846,1277,775,2.5658,208,"NEAR BAY"
-122.09,37.64,32,1578,284,836,292,3.9063,184.2,"NEAR BAY"
-119.62,36.59,17,2287,390,1330,393,4.0197,88,"INLAND"
-119.78,36.8,34,2200,493,1243,431,1.8514,66.5,"INLAND"
-118.29,33.95,31,2839,792,2390,729,2,109.8,"<1H OCEAN"
-118.34,34.05,50,2009,419,1130,402,3.1944,213.5,"<1H OCEAN"
-117.96,33.98,25,1259,184,599,170,5.7407,302.2,"<1H OCEAN"
-118.99,35.37,38,918,220,743,222,1.7292,58.1,"INLAND"
-122.27,38.28,37,1170,303,766,302,2.6618,136.2,"NEAR BAY"
-121.88,37.34,40,1547,625,1493,543,1.2887,212.5,"<1H OCEAN"
-117.98,33.72,24,2826,547,1738,546,6.0494,240.4,"<1H OCEAN"
-117.35,33.68,10,516,107,282,96,4.2788,125,"<1H OCEAN"
-120.57,34.96,38,1145,297,1107,296,2.1776,89.1,"NEAR OCEAN"
-118.94,35.36,19,2714,512,1823,500,3.1281,76.2,"INLAND"
-119.53,36.65,43,1676,320,1056,276,2.5562,93.2,"INLAND"
-115.99,33.4,15,1945,536,515,273,2.0109,54.3,"INLAND"
-122.95,39.13,17,380,69,225,72,3.25,137.5,"INLAND"
-121.64,40.9,24,2237,434,834,318,1.7538,90.3,"INLAND"
-122.12,37.09,36,1397,289,661,243,4.125,239.6,"NEAR OCEAN"
-117.98,34.53,13,2815,535,1492,491,4.0945,135.7,"INLAND"
-118.38,33.84,25,5775,1149,2637,1117,5.4968,379.8,"<1H OCEAN"
-118.5,34.03,52,1506,208,547,186,7.8705,500.001,"<1H OCEAN"
-121.28,38.17,19,1337,236,744,225,4.0924,244.2,"INLAND"
-121.28,38.7,14,5827,1246,2578,1038,3.0212,112.9,"INLAND"
-122.32,38.01,26,3054,492,1495,496,4.6944,171.1,"NEAR BAY"
-121.48,38.57,38,2809,805,1243,785,1.8512,114.1,"INLAND"
-120.66,35.47,18,2474,449,1269,431,3.9063,184.8,"<1H OCEAN"
-122.04,37.26,24,4973,709,1692,696,7.8627,500.001,"<1H OCEAN"
-116.99,32.74,18,3341,611,1952,602,3.9844,215.3,"<1H OCEAN"
-117.11,32.78,16,2470,830,1170,724,3.5562,73.5,"NEAR OCEAN"
-120.2,40.26,26,2399,518,1037,443,2.6765,47.6,"INLAND"
-122.47,37.76,52,4001,809,1886,756,3.3239,350,"NEAR BAY"
-118.48,33.99,46,2219,686,1107,590,2.5523,387.5,"<1H OCEAN"
-121.98,37.29,31,2750,664,1459,660,3.2287,264.9,"<1H OCEAN"
-117.96,33.99,25,2799,388,1348,389,6.2517,311.1,"<1H OCEAN"
-118.03,33.84,28,3857,857,2328,830,4.0156,196,"<1H OCEAN"
-117.16,32.74,43,1437,406,692,379,3.1979,466.7,"NEAR OCEAN"
-117.89,34.07,35,834,137,392,123,4.5179,218.8,"<1H OCEAN"
-117.88,33.89,18,1616,532,866,496,3.6435,119.1,"<1H OCEAN"
-121.86,37,16,8638,1392,3706,1251,5.503,351.8,"<1H OCEAN"
-117.78,33.76,25,2260,261,719,254,11.4537,500.001,"<1H OCEAN"
-117.96,33.8,33,1984,420,1119,387,3.4821,231.3,"<1H OCEAN"
-118.16,34.01,40,1552,NA,1919,427,2.2596,137.5,"<1H OCEAN"
-121.7,37.91,17,1962,291,825,267,4.8958,187.1,"INLAND"
-122.61,38.25,18,2915,418,1340,421,5.2452,204.9,"<1H OCEAN"
-120.38,40.98,27,777,185,318,115,1.6833,40,"INLAND"
-118.26,34.13,37,196,74,194,68,1.2188,218.8,"<1H OCEAN"
-117.85,34.06,24,3128,497,1406,472,7.5286,462.7,"<1H OCEAN"
-116.92,33.63,18,397,89,239,80,2.8125,143.8,"INLAND"
-119.34,36.21,30,749,214,537,199,0.8229,68.4,"INLAND"
-121.98,37.53,28,2829,566,1610,540,4.6,223.2,"<1H OCEAN"
-117.9,33.75,28,1346,291,1575,278,3.425,159.5,"<1H OCEAN"
-118.26,34.12,52,1942,476,1375,477,2.7348,209.1,"<1H OCEAN"
-122.09,37.95,32,1339,209,601,209,6.0265,247.9,"NEAR BAY"
-116.92,32.82,16,2784,468,1458,465,4.0048,184.6,"<1H OCEAN"
-119.56,36.1,25,1093,262,893,252,2.13,50.8,"INLAND"
-118.23,34.2,48,1473,294,807,296,3.399,306.3,"<1H OCEAN"
